,AAPL,AGG,EURUSD=X,EXSA.DE,F,GD=F,GM,GOOG,MBG.DE,SIE.DE,SNAP,SPY,TM,TSLA,UBER,VOW3.DE
2016-01-04,24.15149688720703,92.1100082397461,1.0853991508483887,35.75,10.357793807983398,309.79998779296875,27.71263885498047,37.09199905395508,50.60988998413086,68.11012268066406,,178.05126953125,117.42295837402344,14.894000053405762,,105.13275146484375
2016-01-05,23.546274185180664,92.15264892578125,1.0827549695968628,36.029998779296875,10.172438621520996,307.25,26.980512619018555,37.12900161743164,50.6030158996582,68.54014587402344,,178.35240173339844,117.11359405517578,14.895333290100098,,100.97402954101562
2016-01-06,23.08548355102539,92.5024185180664,1.0751993656158447,35.529998779296875,9.720161437988281,297.75,26.01543617248535,37.180999755859375,49.317848205566406,68.2693862915039,,176.10267639160156,114.44532775878906,14.602666854858398,,98.89466094970703
2016-01-07,22.11117172241211,92.493896484375,1.0778998136520386,34.689998626708984,9.416175842285156,295.04998779296875,24.950525283813477,36.31949996948242,47.42100524902344,66.96341705322266,,171.87771606445312,111.72872924804688,14.376667022705078,,95.65084075927734
2016-01-08,22.228078842163086,92.69865417480469,1.0925976037979126,34.15999984741211,9.297545433044434,295.0,24.567825317382812,35.7234992980957,46.86432647705078,66.50154876708984,,169.9910430908203,109.30215454101562,14.066666603088379,,95.73401641845703
2016-01-11,22.588008880615234,92.43416595458984,1.0941038131713867,34.119998931884766,9.4680757522583,286.04998779296875,25.166837692260742,35.80149841308594,46.823081970214844,66.0715103149414,,170.1593475341797,110.99398803710938,13.856666564941406,,97.35592651367188
2016-01-12,22.915842056274414,92.6388931274414,1.0857999324798584,34.369998931884766,9.527390480041504,280.79998779296875,25.208431243896484,36.30350112915039,47.51721954345703,66.4537582397461,,171.5322723388672,111.98008728027344,13.998000144958496,,100.5997314453125
2016-01-13,22.326663970947266,92.85215759277344,1.0843987464904785,34.61000061035156,9.04546070098877,280.1000061035156,25.366506576538086,35.02799987792969,46.898685455322266,66.19892120361328,,167.2541046142578,111.16799926757812,13.354000091552734,,100.2254409790039
2016-01-14,22.814964294433594,92.81805419921875,1.0886012315750122,33.970001220703125,9.038045883178711,282.5,25.208431243896484,35.736000061035156,45.2286376953125,66.3183822631836,,169.99989318847656,112.42479705810547,13.745332717895508,,96.48258972167969
2016-01-15,22.26706314086914,92.92899322509766,1.085894227027893,33.040000915527344,8.874932289123535,274.1499938964844,24.601102828979492,34.72249984741211,44.34894561767578,65.0601806640625,,166.3507080078125,108.8574447631836,13.666000366210938,,93.07243347167969
2016-01-18,22.26706314086914,92.92899322509766,1.0920010805130005,32.91999816894531,8.874932289123535,274.1499938964844,24.601102828979492,34.72249984741211,44.616981506347656,64.76554870605469,,166.3507080078125,108.8574447631836,13.666000366210938,,91.78321838378906
2016-01-19,22.159318923950195,92.83512115478516,1.0895025730133057,33.40999984741211,8.860102653503418,277.54998779296875,24.45966911315918,35.089500427246094,45.03620147705078,65.50613403320312,,166.5720672607422,111.1969985961914,13.64799976348877,,91.57528686523438
2016-01-20,22.18912124633789,92.91191864013672,1.09129798412323,32.33000183105469,8.823033332824707,272.5,24.476308822631836,34.92250061035156,43.854122161865234,63.945316314697266,,164.43743896484375,107.80367279052734,13.24666690826416,,87.00067901611328
2016-01-21,22.076780319213867,92.78398132324219,1.0877013206481934,32.97999954223633,8.904589653015137,278.20001220703125,24.584463119506836,35.329498291015625,45.098060607910156,64.9248046875,,165.35862731933594,107.40729522705078,13.33133316040039,,91.82481384277344
2016-01-22,23.25054359436035,92.85215759277344,1.0862009525299072,33.849998474121094,9.000975608825684,289.8500061035156,24.359834671020508,36.26250076293945,45.51729202270508,66.28652954101562,,168.7510223388672,112.0960922241211,13.50333309173584,,93.94576263427734
2016-01-25,22.796628952026367,92.80101013183594,1.079901933670044,33.720001220703125,8.882345199584961,282.95001220703125,24.3182373046875,35.583499908447266,44.74068069458008,66.42191314697266,,166.20010375976562,109.6405258178711,13.092000007629395,,92.11592102050781
2016-01-26,22.922712326049805,92.92041778564453,1.0853049755096436,34.02000045776367,9.089945793151855,288.5,24.66765594482422,35.652000427246094,44.73381423950195,72.14752197265625,,168.46759033203125,110.54927825927734,12.904000282287598,,93.40513610839844
2016-01-27,21.416545867919922,92.93750762939453,1.0864958763122559,34.150001525878906,9.082282066345215,292.6000061035156,24.301593780517578,34.9995002746582,45.31110763549805,73.28233337402344,,166.63406372070312,111.4870376586914,12.538000106811523,,93.03083801269531
2016-01-28,21.570138931274414,93.01431274414062,1.090798020362854,33.4900016784668,8.974980354309082,296.54998779296875,24.143522262573242,36.54800033569336,43.90909957885742,71.67536926269531,,167.50213623046875,112.26044464111328,12.646666526794434,,90.36925506591797
2016-01-29,22.315202713012695,93.28728485107422,1.0936970710754395,34.279998779296875,9.151262283325195,301.25,24.65934181213379,37.147499084472656,44.094661712646484,73.0421142578125,,171.5854034423828,116.04048919677734,12.74666690826416,,88.9136962890625
2016-02-01,22.106584548950195,93.1744155883789,1.0825908184051514,34.27000045776367,9.250899314880371,292.70001220703125,25.050365447998047,37.599998474121094,43.806007385253906,72.43743133544922,,171.52337646484375,116.398193359375,13.129332542419434,,88.08194732666016
2016-02-02,21.6595516204834,93.4565658569336,1.0897282361984253,33.54999923706055,8.821693420410156,285.79998779296875,24.66765594482422,38.23249816894531,43.180606842041016,71.22806549072266,,168.43212890625,115.04472351074219,12.185333251953125,,86.33528137207031
2016-02-03,22.08824348449707,93.4479751586914,1.0922038555145264,32.9900016784668,8.78337287902832,295.75,24.060327529907227,36.34749984741211,43.27682113647461,70.25064086914062,,169.44189453125,111.16799926757812,11.565333366394043,,84.33909606933594
2016-02-04,22.26572608947754,93.54199981689453,1.1091023683547974,32.91999816894531,8.837020874023438,293.45001220703125,23.827377319335938,35.4005012512207,41.88167953491211,70.52400207519531,,169.70762634277344,110.49127197265625,11.688667297363281,,84.00639343261719
2016-02-05,21.671049118041992,93.4565658569336,1.119996428489685,32.650001525878906,8.775707244873047,289.8500061035156,23.744184494018555,34.17850112915039,42.12221908569336,70.0352783203125,,166.4746551513672,106.72089385986328,10.84000015258789,,85.79464721679688
2016-02-08,21.899240493774414,93.8155746459961,1.114504098892212,31.450000762939453,8.883007049560547,285.8500061035156,23.86065673828125,34.137001037597656,40.79581069946289,68.37862396240234,,164.23377990722656,105.50276947021484,9.866000175476074,,81.4778823852539
2016-02-09,21.89463233947754,93.80705261230469,1.1189812421798706,30.90999984741211,8.69906234741211,276.45001220703125,23.186769485473633,33.90549850463867,40.651485443115234,67.91474914550781,,164.24261474609375,103.28889465332031,9.883333206176758,,79.44841003417969
2016-02-10,21.72867202758789,94.03790283203125,1.1289994716644287,31.510000228881836,8.691399574279785,276.1499938964844,23.05365562438965,34.20600128173828,40.75457000732422,68.13011932373047,,164.10084533691406,103.2212142944336,9.57800006866455,,80.9871597290039
2016-02-11,21.597293853759766,94.0977554321289,1.128095269203186,30.3700008392334,8.561105728149414,273.29998779296875,22.379764556884766,34.15549850463867,40.43156051635742,65.6285629272461,,161.96624755859375,101.58738708496094,10.031332969665527,,78.18415832519531
2016-02-12,21.664134979248047,93.84122467041016,1.1317979097366333,31.34000015258789,8.852350234985352,285.3500061035156,23.05365562438965,34.119998931884766,41.861061096191406,66.80479431152344,,165.30551147460938,101.76140594482422,10.06933307647705,,79.18225860595703
2016-02-15,21.664134979248047,93.84122467041016,1.1225990056991577,32.2400016784668,8.852350234985352,285.3500061035156,23.05365562438965,34.119998931884766,43.15999221801758,68.1135482788086,,165.30551147460938,101.76140594482422,10.06933307647705,,84.63019561767578
2016-02-16,22.274944305419922,93.61043548583984,1.1174057722091675,32.15999984741211,9.097612380981445,290.8999938964844,23.77745819091797,34.54999923706055,42.83697509765625,68.04728698730469,,168.0955810546875,104.61334991455078,10.344667434692383,,83.29940795898438
2016-02-17,22.61607551574707,93.55912017822266,1.1147029399871826,32.93000030517578,9.404184341430664,300.25,24.35151481628418,35.41999816894531,44.575748443603516,69.977294921875,,170.8413543701172,104.5360107421875,11.245332717895508,,86.75115203857422
2016-02-18,22.18735694885254,93.84122467041016,1.112297534942627,32.959999084472656,9.396522521972656,299.45001220703125,24.151844024658203,34.86750030517578,44.479530334472656,70.31690979003906,,170.14161682128906,103.87860870361328,11.118000030517578,,87.70767211914062
2016-02-19,22.13665008544922,93.8583755493164,1.1110987663269043,32.779998779296875,9.273889541625977,293.70001220703125,23.943851470947266,35.045501708984375,43.551719665527344,70.0352783203125,,170.06192016601562,101.80974578857422,11.10533332824707,,84.87973022460938
2016-02-22,22.33026695251465,93.88401794433594,1.1123965978622437,33.27000045776367,9.626452445983887,300.54998779296875,24.65102195739746,35.323001861572266,44.25272750854492,71.59253692626953,,172.52426147460938,103.14388275146484,11.849332809448242,,88.45624542236328
2016-02-23,21.825481414794922,93.90108489990234,1.102803349494934,32.849998474121094,9.51915168762207,294.6499938964844,24.443029403686523,34.79249954223633,43.19434356689453,70.41631317138672,,170.34536743164062,102.10944366455078,11.814000129699707,,85.91941833496094
2016-02-24,22.150474548339844,93.93528747558594,1.1027060747146606,32.150001525878906,9.258563041687012,298.95001220703125,23.9937744140625,34.97800064086914,41.42808151245117,68.32890319824219,,171.124755859375,101.1136703491211,11.933333396911621,,81.9270248413086
2016-02-25,22.302602767944336,94.17467498779297,1.1013944149017334,32.77000045776367,9.496155738830566,301.04998779296875,24.542865753173828,35.287498474121094,41.76484680175781,69.6791000366211,,173.19744873046875,102.06110382080078,12.495332717895508,,82.3428955078125
2016-02-26,22.337182998657227,94.003662109375,1.1024993658065796,33.29999923706055,9.557474136352539,299.54998779296875,24.65102195739746,35.253501892089844,43.05689239501953,71.49313354492188,,172.798828125,101.64540100097656,12.689332962036133,,86.16893005371094
2016-02-29,22.286470413208008,94.11479187011719,1.0923947095870972,33.560001373291016,9.588132858276367,304.3999938964844,24.492952346801758,34.88850021362305,43.36616516113281,70.78907012939453,,171.4436798095703,100.63996124267578,12.795332908630371,,89.57909393310547
2016-03-01,23.171567916870117,93.83297729492188,1.0888975858688354,34.060001373291016,10.032662391662598,305.45001220703125,24.9671688079834,35.94049835205078,44.45891189575195,72.19722747802734,,175.47377014160156,102.8731918334961,12.423333168029785,,93.6546630859375
2016-03-02,23.222272872924805,93.73015594482422,1.0875948667526245,34.20000076293945,10.132302284240723,306.20001220703125,25.083635330200195,35.942501068115234,45.62724685668945,72.32974243164062,,176.2620391845703,103.43390655517578,12.555999755859375,,96.2330551147461
2016-03-03,23.39514923095703,93.84154510498047,1.086897373199463,34.099998474121094,10.377558708190918,307.20001220703125,25.849044799804688,35.62099838256836,45.805938720703125,72.94271087646484,,176.95297241210938,104.96139526367188,13.049332618713379,,96.60735321044922
